N1,N2,N3,N4,N5,N6,N7,N8,N9,M1,M2,M3,,,,,,,,,
0.1111,0.0741,3.4304141789,0.2563311899,10.1435503406,1.5953593448,91.2001,68.4001,0.9747296379,RAISE,LOWER,STOP,,,,,,,,,
0.1101,0.0751,4.3103925639,6.7131361617,10.1435503406,2.6765483987,0.0001,0.0001,0.3381867358,RAISE,HOLD,RAISE,,,,,,,,,
0.1101,0.0761,4.8267072581,5.8331577767,10.1435503406,0.1284166583,0.4001,0.3001,0.4249392391,RAISE,HOLD,RAISE,,,,,,,,,
0.1101,0.0771,5.769835132,5.3168430825,10.1435503406,0.1654920865,0.8001,0.6001,0.475840026,RAISE,HOLD,RAISE,,,,,,,,,
0.1101,0.0781,6.2034226117,4.3737152086,10.1435503406,0.2170398879,1.2001,0.9001,0.5688181099,RAISE,HOLD,RAISE,,,,,,,,,
0.1101,0.0791,6.7007018509,3.9401277289,10.1435503406,0.2836683376,1.6001,1.2001,0.6115632499,RAISE,HOLD,RAISE,,,,,,,,,
0.1101,0.0801,7.0124342273,3.4428484897,10.1435503406,0.3401261234,2.0001,1.5001,0.66058743,RAISE,HOLD,RAISE,,,,,,,,,
0.1101,0.0811,7.2798260587,3.1311161133,10.1435503406,0.4073623483,2.4001,1.8001,0.6913195076,RAISE,HOLD,RAISE,,,,,,,,,
0.1101,0.0821,8.1825248719,2.8637242819,10.1435503406,0.4649987925,2.8001,2.1001,0.717680281,RAISE,HOLD,RAISE,,,,,,,,,
0.1101,0.0831,8.2369633573,1.9610254687,10.1435503406,0.5714603828,3.2001,2.4001,0.8066726735,RAISE,HOLD,RAISE,,,,,,,,,
0.1101,0.0841,8.8952126519,1.9065869833,10.1435503406,0.8400669434,3.6001,2.7001,0.8120394813,RAISE,HOLD,RAISE,,,,,,,,,
0.1101,0.0851,9.5231024073,1.2483376887,10.1435503406,0.9331032604,4.0001,3.0001,0.8769328641,RAISE,HOLD,RAISE,,,,,,,,,
0.1101,0.0861,3.9731742013,0.6204479333,10.1435503406,1.5257253696,4.4001,3.3001,0.9388332573,RAISE,RAISE,RAISE,,,,,,,,,
0.1301,0.0871,4.261913783,6.1703761393,10.1435503406,1.2807437943,4.8001,3.6001,0.3916946304,RAISE,RAISE,RAISE,,,,,,,,,
0.1501,0.0881,4.738945969,5.8816365576,10.1435503406,0.1381411339,5.2001,3.9001,0.4201599677,RAISE,HOLD,RAISE,,,,,,,,,
0.1501,0.0891,4.7559545858,5.4046043716,10.1435503406,0.1611437879,5.6001,4.2001,0.4671880959,RAISE,LOWER,RAISE,,,,,,,,,
0.1491,0.0901,5.1527901972,5.3875957548,10.1435503406,0.1759964008,6.0001,4.5001,0.4688648872,RAISE,LOWER,RAISE,,,,,,,,,
0.1481,0.0911,5.9145144048,4.9907601434,10.1435503406,0.1912834753,6.4001,4.8001,0.5079868512,RAISE,LOWER,RAISE,,,,,,,,,
0.1471,0.0921,6.3102091622,4.2290359358,10.1435503406,0.2370185797,6.8001,5.1001,0.5830812887,RAISE,LOWER,RAISE,,,,,,,,,
0.1461,0.0931,7.0751099847,3.8333411784,10.1435503406,0.2984230571,7.2001,5.4001,0.6220907819,RAISE,LOWER,RAISE,,,,,,,,,
0.1451,0.0941,7.3384219829,3.0684403559,10.1435503406,0.3691354177,7.6001,5.7001,0.6974983854,RAISE,LOWER,RAISE,,,,,,,,,
0.1441,0.0951,8.0733124777,2.8051283577,10.1435503406,0.478316091,8.0001,6.0001,0.7234569491,RAISE,LOWER,RAISE,,,,,,,,,
0.1431,0.0961,9.0266796697,2.0702378629,10.1435503406,0.5756109132,8.4001,6.3001,0.7959059902,RAISE,LOWER,RAISE,,,,,,,,,
